0.775971,1.9446,1288.71,514.245
0.767632,1.4618,1302.71,684.088
0.778107,1.8682,1285.17,535.275
0.76435,1.5299,1308.3,653.637
0.773502,1.8574,1292.82,538.387
0.767885,1.4881,1302.28,671.998
0.775354,1.8688,1289.73,535.103
0.771764,1.4807,1295.73,675.356
0.781494,2.5085,1279.6,398.645
0.763391,2.3168,1309.95,431.63
0.773228,1.8369,1293.28,544.395
0.762622,1.4839,1311.27,673.9
0.76991,1.8511,1298.85,540.219
0.759102,1.4481,1317.35,690.56
0.774507,1.8576,1291.14,538.329
0.761761,1.4534,1312.75,688.042
0.76878,1.8497,1300.76,540.628
0.755804,1.4595,1323.09,685.166
0.770433,1.9126,1297.97,522.848
0.75835,2.6435,1318.65,378.286
0.764926,1.8473,1307.32,541.331
0.756961,1.4961,1321.07,668.405
0.772882,1.8615,1293.86,537.201
0.761321,1.4585,1313.51,685.636
0.76386,1.8453,1309.14,541.917
0.768639,1.476,1301,677.507
0.759631,1.861,1316.43,537.346
0.753591,1.4579,1326.98,685.918
0.781379,1.9358,1279.79,516.582
0.762977,2.2392,1310.66,446.588
0.767357,1.858,1303.17,538.213
0.76018,1.4587,1315.48,685.542
0.767236,1.8536,1303.38,539.491
0.760463,1.4578,1314.99,685.965
0.767628,1.8365,1302.71,544.514
0.764606,1.4676,1307.86,681.385
0.772061,1.8657,1295.23,535.992
0.773609,2.7647,1292.64,361.703
0.780521,2.8404,1281.2,352.063
0.762071,2.1692,1312.21,460.999
0.7665,1.8571,1304.63,538.474
0.762701,1.4583,1311.13,685.73
0.770515,1.8439,1297.83,542.329
0.767239,1.4666,1303.38,681.849
0.76542,1.843,1306.47,542.594
0.760054,1.4663,1315.7,681.989
0.764145,1.8575,1308.65,538.358
0.760531,1.46,1314.87,684.932
0.769434,1.8373,1299.66,544.277
0.765899,2.2875,1305.66,437.158
0.76739,1.8739,1303.12,533.646
0.759192,1.4485,1317.19,690.369
0.764467,1.8502,1308.1,540.482
0.75821,1.4394,1318.9,694.734
0.762583,1.8485,1311.33,540.979
0.754818,1.4546,1324.82,687.474
0.756865,1.8432,1321.24,542.535
0.755098,1.45,1324.33,689.655
0.76832,1.9655,1301.54,508.776
0.758261,2.2205,1318.81,450.349
0.760763,1.8438,1314.47,542.358
0.760051,1.4458,1315.7,691.659
0.764303,1.8441,1308.38,542.27
0.760179,1.4425,1315.48,693.241
0.763896,1.8577,1309.08,538.3
0.759648,1.4518,1316.4,688.8
0.763125,1.8467,1310.4,541.506
0.759035,1.4779,1317.46,676.636
0.771841,1.8608,1295.6,537.403
0.762621,2.0939,1311.27,477.578
0.770118,1.851,1298.5,540.249
0.768522,1.4842,1301.2,673.764
0.770721,1.8427,1297.49,542.682
0.759506,1.4575,1316.65,686.106
0.76214,1.8315,1312.09,546.001
0.770724,1.4582,1297.48,685.777
0.769152,1.8434,1300.13,542.476
0.769499,1.4673,1299.55,681.524
0.775887,1.8599,1288.85,537.663
0.762518,2.267,1311.44,441.112
0.769439,1.8646,1299.65,536.308
0.763905,1.445,1309.06,692.042
0.766571,1.8372,1304.51,544.307
0.761642,1.4583,1312.95,685.73
0.763376,1.8329,1309.97,545.584
0.762001,1.4526,1312.33,688.421
0.763,1.8573,1310.62,538.416
0.757205,1.4899,1320.65,671.186
0.777146,1.8609,1286.76,537.374
0.770801,2.1539,1297.35,464.274
0.772521,1.8684,1294.46,535.217
0.758034,1.45,1319.2,689.655
0.775198,1.8636,1289.99,536.596
0.762852,1.4556,1310.87,687.002
0.775065,1.8837,1290.21,530.87
0.759159,1.8564,1317.25,538.677
0.765375,1.8712,1306.55,534.416
0.770072,1.4665,1298.58,681.896
0.776581,1.8466,1287.7,541.536
0.764624,2.8631,1307.83,349.272
0.768937,1.8655,1300.5,536.049
0.763448,1.479,1309.85,676.133
0.76666,1.8535,1304.36,539.52
0.768936,1.5159,1300.5,659.674
0.778903,1.8831,1283.86,531.039
0.772595,1.4843,1294.34,673.718
0.774777,1.8798,1290.69,531.971
0.770017,1.4896,1298.67,671.321
0.771146,1.8491,1296.77,540.804
0.769562,2.3014,1299.44,434.518
0.780655,1.946,1280.98,513.875
0.780402,1.8942,1281.39,527.927
0.773397,1.8796,1293,532.028
0.809523,1.7248,1235.3,579.777
0.768763,1.845,1300.79,542.005
0.759195,1.5015,1317.19,666.001
0.759467,1.8481,1316.71,541.096
0.760412,1.5386,1315.08,649.942
0.775989,1.8495,1288.68,540.687
0.769683,2.3372,1299.24,427.862
0.776738,1.8649,1287.44,536.222
0.76486,1.4572,1307.43,686.248
0.771345,1.8414,1296.44,543.065
0.766516,1.4726,1304.6,679.071
0.770735,1.8544,1297.46,539.258
0.784572,1.5051,1274.58,664.408
0.771135,1.8534,1296.79,539.549
0.762867,1.4724,1310.85,679.163
0.800272,3.031,1249.58,329.924
